link,JobTitle,company_name,No_of_salary,average_salary,salary_range
"https://www.glassdoor.co.in/Salary/Optum-Associate-Data-Scientist-Salaries-E2409113_D_KO6,30.htm",Associate Data Scientist,Optum,6,"₹ 10,89,596/yr","₹633K to ₹1,492K"
"https://www.glassdoor.co.in/Salary/Gramener-Data-Science-Engineer-Salaries-E942627_D_KO9,30.htm",Data Science Engineer,Gramener,6,"₹ 6,81,898/yr",₹543K to ₹765K
"https://www.glassdoor.co.in/Salary/Ganit-Data-Scientist-Salaries-E3157675_D_KO6,20.htm",Data Scientist,Ganit,6,"₹ 12,27,826/yr","₹660K to ₹2,300K"
"https://www.glassdoor.co.in/Salary/Publicis-Sapient-Data-Scientist-Salaries-E1646026_D_KO17,31.htm",Data Scientist,Publicis Sapient,6,"₹ 16,82,183/yr","₹923K to ₹1,782K"
"https://www.glassdoor.co.in/Salary/dunnhumby-Data-Scientist-Salaries-E195922_D_KO10,24.htm",Data Scientist,dunnhumby,6,"₹ 13,36,041/yr","₹817K to ₹2,006K"
"https://www.glassdoor.co.in/Salary/Myntra-Data-Scientist-Salaries-E508705_D_KO7,21.htm",Data Scientist,Myntra,6,"₹ 15,59,044/yr","₹226K to ₹2,247K"
"https://www.glassdoor.co.in/Salary/Karvy-Data-Scientist-Salaries-E363991_D_KO6,20.htm",Data Scientist,Karvy,6,"₹ 5,78,820/yr","₹439K to ₹1,385K"
"https://www.glassdoor.co.in/Salary/Dell-Technologies-Data-Scientist-Salaries-E1327_D_KO18,32.htm",Data Scientist,Dell Technologies,6,"₹ 13,38,000/yr","₹685K to ₹2,220K"
"https://www.glassdoor.co.in/Salary/Vidooly-Media-Tech-Data-Scientist-Salaries-E1483199_D_KO19,33.htm",Data Scientist - Monthly,Vidooly Media Tech,6,"₹ 34,103/mo",₹12K to ₹63K
"https://www.glassdoor.co.in/Salary/LatentView-Analytics-Data-Scientist-Salaries-E435479_D_KO21,35.htm",Data Scientist,LatentView Analytics,6,"₹ 7,81,019/yr","₹230K to ₹1,855K"
"https://www.glassdoor.co.in/Salary/Noodle-ai-Data-Scientist-Salaries-E1441922_D_KO10,24.htm",Data Scientist,Noodle.ai,6,"₹ 16,27,874/yr","₹1,285K to ₹2,885K"
"https://www.glassdoor.co.in/Salary/HARMAN-Senior-Data-Scientist-Salaries-E315_D_KO7,28.htm",Senior Data Scientist,HARMAN,6,"₹ 13,78,435/yr","₹1,000K to ₹2,388K"
"https://www.glassdoor.co.in/Salary/Ford-Motor-Company-Data-Scientist-Salaries-E263_D_KO19,33.htm",Data Scientist,Ford Motor Company,6,"₹ 13,82,199/yr","₹1,106K to ₹2,100K"
"https://www.glassdoor.co.in/Salary/Robert-Bosch-India-Data-Scientist-Salaries-E237727_D_KO19,33.htm",Data Scientist,Robert Bosch India,6,"₹ 10,17,012/yr","₹450K to ₹1,256K"
"https://www.glassdoor.co.in/Salary/TCS-Data-Scientist-Salaries-E959059_D_KO4,18.htm",Data Scientist,TCS,6,"₹ 9,99,735/yr","₹434K to ₹6,000K"
"https://www.glassdoor.co.in/Salary/ZS-Associates-Data-Science-Consultant-Salaries-E115506_D_KO14,37.htm",Data Science Consultant,ZS Associates,6,"₹ 26,02,739/yr","₹290K to ₹2,635K"
"https://www.glassdoor.co.in/Salary/Axis-Bank-Data-Scientist-Salaries-E226240_D_KO10,24.htm",Data Scientist,Axis Bank,6,"₹ 11,75,000/yr","₹259K to ₹1,985K"
"https://www.glassdoor.co.in/Salary/NSHM-Knowledge-Campus-Data-Scientist-Salaries-E509787_D_KO22,36.htm",Data Scientist,NSHM Knowledge Campus,6,"₹ 5,00,000/yr",₹500K to ₹500K
"https://www.glassdoor.co.in/Salary/ThinkBumblebee-Analytics-Data-Scientist-Salaries-E2582161_D_KO25,39.htm",Data Scientist,ThinkBumblebee Analytics,6,"₹ 9,43,408/yr","₹510K to ₹1,308K"
"https://www.glassdoor.co.in/Intern-Salary/The-Sparks-Foundation-Data-Science-Internship-Salaries-E2143300_D_KO22,34.htm",Data Science - Monthly Intern,The Sparks Foundation,6,"₹ 10,030/mo",₹2K to ₹44K
"https://www.glassdoor.co.in/Salary/Quantiphi-Data-Scientist-Salaries-E1143542_D_KO10,24.htm",Data Scientist,Quantiphi,6,"₹ 9,65,374/yr","₹770K to ₹1,568K"
"https://www.glassdoor.co.in/Salary/Hewlett-Packard-Enterprise-HPE-Data-Scientist-Salaries-E1093046_D_KO31,45.htm",Data Scientist,Hewlett Packard Enterprise | HPE,6,"₹ 21,38,072/yr","₹937K to ₹3,041K"
"https://www.glassdoor.co.in/Salary/Swiggy-Data-Scientist-Salaries-E952680_D_KO7,21.htm",Data Scientist,Swiggy,6,"₹ 24,62,113/yr","₹209K to ₹5,011K"
"https://www.glassdoor.co.in/Salary/Nielsen-Senior-Data-Scientist-Salaries-E3776_D_KO8,29.htm",Senior Data Scientist,Nielsen,5,"₹ 10,99,016/yr","₹263K to ₹2,257K"
"https://www.glassdoor.co.in/Salary/Curl-Analytics-Data-Scientist-Salaries-E2434238_D_KO15,29.htm",Data Scientist,Curl Analytics,5,"₹ 9,60,000/yr","₹732K to ₹1,779K"
"https://www.glassdoor.co.in/Salary/Blueocean-Market-Intelligence-Data-Scientist-Salaries-E420457_D_KO30,44.htm",Data Scientist,Blueocean Market Intelligence,5,"₹ 7,27,749/yr",₹695K to ₹824K
"https://www.glassdoor.co.in/Salary/Bharat-Light-and-Power-Data-Scientist-Salaries-E1346287_D_KO23,37.htm",Data Scientist,Bharat Light & Power,5,"₹ 7,03,066/yr","₹563K to ₹1,015K"
"https://www.glassdoor.co.in/Salary/Verizon-Senior-Data-Scientist-Salaries-E89_D_KO8,29.htm",Senior Data Scientist,Verizon,5,"₹ 15,97,785/yr","₹1,539K to ₹2,400K"
"https://www.glassdoor.co.in/Salary/Yash-Technologies-Data-Scientist-Salaries-E14704_D_KO18,32.htm",Data Scientist,Yash Technologies,5,"₹ 8,35,663/yr","₹376K to ₹2,000K"
"https://www.glassdoor.co.in/Salary/Tredence-Data-Scientist-Salaries-E1141078_D_KO9,23.htm",Data Scientist,Tredence,5,"₹ 17,26,522/yr","₹1,336K to ₹13,146K"
"https://www.glassdoor.co.in/Salary/J-P-Morgan-Data-Scientist-Salaries-E145_D_KO11,25.htm",Data Scientist,J.P. Morgan,5,"₹ 18,83,478/yr","₹646K to ₹2,177K"
"https://www.glassdoor.co.in/Salary/Bepec-Solutions-Data-Scientist-Salaries-E2360440_D_KO16,30.htm",Data Scientist,Bepec Solutions,5,"₹ 4,52,669/yr","₹366K to ₹5,000K"
"https://www.glassdoor.co.in/Salary/Siemens-Data-Scientist-Salaries-E3510_D_KO8,22.htm",Data Scientist,Siemens,5,"₹ 12,24,531/yr","₹505K to ₹2,143K"
"https://www.glassdoor.co.in/Salary/Intel-Corporation-Data-Scientist-Salaries-E1519_D_KO18,32.htm",Data Scientist,Intel Corporation,5,"₹ 11,54,143/yr","₹628K to ₹2,800K"
"https://www.glassdoor.co.in/Salary/Ola-Senior-Data-Scientist-Salaries-E587383_D_KO4,25.htm",Senior Data Scientist,Ola,5,"₹ 33,00,000/yr","₹1,350K to ₹6,755K"
"https://www.glassdoor.co.in/Salary/SigTuple-Data-Scientist-Salaries-E1695919_D_KO9,23.htm",Data Scientist,SigTuple,5,"₹ 19,78,844/yr","₹600K to ₹3,738K"
"https://www.glassdoor.co.in/Salary/HDFC-Bank-Data-Scientist-Salaries-E100231_D_KO10,24.htm",Data Scientist,HDFC Bank,5,"₹ 10,42,192/yr","₹550K to ₹2,534K"
"https://www.glassdoor.co.in/Salary/Brillio-Data-Scientist-Salaries-E821879_D_KO8,22.htm",Data Scientist,Brillio,5,"₹ 13,98,061/yr","₹942K to ₹1,800K"
"https://www.glassdoor.co.in/Salary/SPi-Global-Data-Scientist-Salaries-E779869_D_KO11,25.htm",Data Scientist,SPi Global,5,"₹ 7,57,000/yr",₹123K to ₹816K
"https://www.glassdoor.co.in/Salary/Schlumberger-Data-Scientist-Salaries-E588_D_KO13,27.htm",Data Scientist,Schlumberger,5,"₹ 20,00,000/yr","₹1,064K to ₹3,118K"
"https://www.glassdoor.co.in/Salary/Gramener-Senior-Data-Scientist-Salaries-E942627_D_KO9,30.htm",Senior Data Scientist,Gramener,5,"₹ 12,00,000/yr","₹220K to ₹1,861K"
"https://www.glassdoor.co.in/Salary/SG-Analytics-Data-Scientist-Salaries-E348636_D_KO13,27.htm",Data Scientist,SG Analytics,5,"₹ 7,83,602/yr",₹441K to ₹912K
"https://www.glassdoor.co.in/Salary/LinkedIn-Data-Scientist-Salaries-E34865_D_KO9,23.htm",Data Scientist,LinkedIn,5,"₹ 22,80,586/yr","₹1,524K to ₹2,538K"
"https://www.glassdoor.co.in/Intern-Salary/Vidooly-Media-Tech-Data-Science-Internship-Salaries-E1483199_D_KO19,31.htm",Data Science - Monthly Intern,Vidooly Media Tech,5,"₹ 12,671/mo",₹9K to ₹20K
"https://www.glassdoor.co.in/Salary/Algo8-ai-Data-Scientist-Salaries-E2392125_D_KO9,23.htm",Data Scientist,Algo8.ai,5,"₹ 6,75,000/yr","₹86K to ₹1,358K"
"https://www.glassdoor.co.in/Salary/Sigmoid-Analytics-Data-Scientist-Salaries-E785952_D_KO18,32.htm",Data Scientist,Sigmoid Analytics,5,"₹ 11,65,620/yr","₹1,053K to ₹1,723K"
"https://www.glassdoor.co.in/Salary/Nagarro-Data-Scientist-Salaries-E240077_D_KO8,22.htm",Data Scientist,Nagarro,5,"₹ 9,61,653/yr","₹400K to ₹1,124K"
"https://www.glassdoor.co.in/Salary/YouPlus-Data-Scientist-Salaries-E790731_D_KO8,22.htm",Data Scientist,YouPlus,5,"₹ 13,57,904/yr","₹660K to ₹1,742K"
"https://www.glassdoor.co.in/Salary/Wipro-Lead-Data-Scientist-Salaries-E9936_D_KO6,25.htm",Lead Data Scientist,Wipro,5,"₹ 12,55,652/yr","₹1,036K to ₹1,926K"
"https://www.glassdoor.co.in/Salary/Mercedes-Benz-Research-and-Development-India-Data-Scientist-Salaries-E237590_D_KO45,59.htm",Data Scientist,Mercedes-Benz Research and Development India,5,"₹ 14,89,966/yr","₹1,140K to ₹2,000K"
"https://www.glassdoor.co.in/Salary/Innoplexus-Associate-Data-Scientist-Salaries-E881734_D_KO11,35.htm",Associate Data Scientist,Innoplexus,5,"₹ 13,84,971/yr","₹918K to ₹1,881K"
"https://www.glassdoor.co.in/Salary/OYO-Data-Scientist-Salaries-E953789_D_KO4,18.htm",Data Scientist,OYO,5,"₹ 14,13,078/yr","₹971K to ₹1,883K"
"https://www.glassdoor.co.in/Salary/Abzooba-Senior-Data-Scientist-Salaries-E602833_D_KO8,29.htm",Senior Data Scientist,Abzooba,5,"₹ 20,29,468/yr","₹600K to ₹2,874K"
"https://www.glassdoor.co.in/Salary/CASHe-Data-Scientist-Salaries-E2526819_D_KO6,20.htm",Data Scientist,CASHe,5,"₹ 10,68,914/yr","₹1,046K to ₹1,400K"
"https://www.glassdoor.co.in/Intern-Salary/EY-Data-Science-Internship-Salaries-E2784_D_KO3,15.htm",Data Science - Monthly Intern,EY,5,"₹ 32,981/mo",₹ 1 to ₹73K
"https://www.glassdoor.co.in/Salary/Blue-Yonder-Data-Scientist-Salaries-E6191_D_KO12,26.htm",Data Scientist,Blue Yonder,5,"₹ 20,27,164/yr","₹1,906K to ₹2,551K"
"https://www.glassdoor.co.in/Salary/dunnhumby-Lead-Data-Scientist-Salaries-E195922_D_KO10,29.htm",Lead Data Scientist,dunnhumby,5,"₹ 18,86,454/yr","₹1,600K to ₹2,374K"
"https://www.glassdoor.co.in/Salary/EY-Senior-Data-Scientist-Salaries-E2784_D_KO3,24.htm",Senior Data Scientist,EY,5,"₹ 15,98,453/yr","₹1,408K to ₹2,960K"
"https://www.glassdoor.co.in/Salary/SAP-Data-Scientist-Salaries-E10471_D_KO4,18.htm",Data Scientist,SAP,5,"₹ 17,78,841/yr","₹1,472K to ₹2,838K"
"https://www.glassdoor.co.in/Salary/Shell-Associate-Data-Scientist-Salaries-E5833_D_KO6,30.htm",Associate Data Scientist,Shell,5,"₹ 11,06,571/yr","₹612K to ₹1,318K"
"https://www.glassdoor.co.in/Salary/Mu-Sigma-Senior-Data-Scientist-Salaries-E253258_D_KO9,30.htm",Senior Data Scientist,Mu Sigma,5,"₹ 8,16,354/yr","₹405K to ₹2,118K"
"https://www.glassdoor.co.in/Intern-Salary/Microsoft-Data-Scientist-Internship-Salaries-E1651_D_KO10,24.htm",Data Scientist - Monthly Intern,Microsoft,5,"₹ 81,704/mo",₹21K to ₹83K
