link,company_job,Experience,No_of_salary,No_of_salary1,average_salary,average_bonus,salary_range,Salary_25,Salary_75
"https://www.glassdoor.co.in/Salary/Jio-Data-Scientist-Salaries-E694833_D_KO4,18.htm?experienceLevel=ONE_TO_THREE",Jio Data Scientist Salaries,1-3 Years,20 Salaries,20,"₹ 12,25,535","Additional Pay Average: ₹ 2,09,275","₹251K ₹2,529K",₹754K 25%,"₹1,523K 75%"
"https://www.glassdoor.co.in/Salary/Jio-Data-Scientist-Salaries-E694833_D_KO4,18.htm?experienceLevel=FOUR_TO_SIX",Jio Data Scientist Salaries,4-6 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Jio-Data-Scientist-Salaries-E694833_D_KO4,18.htm?experienceLevel=SEVEN_TO_NINE",Jio Senior Data Scientist Salaries,7-9 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Jio-Data-Scientist-Salaries-E694833_D_KO4,18.htm?experienceLevel=TEN_TO_FOURTEEN",Jio Sr Manager Data Science Salaries,10-14 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Jio-Data-Scientist-Salaries-E694833_D_KO4,18.htm?experienceLevel=ABOVE_FIFTEEN",Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Embibe-Data-Scientist-Salaries-E887373_D_KO7,21.htm?experienceLevel=LESS_THAN_ONE",Embibe Data Scientist Salaries,0-1 Years,10 Salaries,10,"₹ 13,13,316",NA,"₹863K ₹1,800K","₹1,025K 25%","₹1,383K 75%"
"https://www.glassdoor.co.in/Salary/Embibe-Data-Scientist-Salaries-E887373_D_KO7,21.htm?experienceLevel=ONE_TO_THREE",Embibe Data Scientist Salaries,1-3 Years,13 Salaries,13,"₹ 15,00,000","Additional Pay Average: ₹ 3,36,066","₹950K ₹2,213K","₹1,228K 25%","₹1,800K 75%"
"https://www.glassdoor.co.in/Salary/Embibe-Data-Scientist-Salaries-E887373_D_KO7,21.htm?experienceLevel=FOUR_TO_SIX",Embibe Data Scientist Salaries,4-6 Years,3 Salaries,3,"₹ 5,00,000 - ₹ 21,00,000",NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Embibe-Data-Scientist-Salaries-E887373_D_KO7,21.htm?experienceLevel=SEVEN_TO_NINE",Data Scientist Salaries,7-9 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Embibe-Data-Scientist-Salaries-E887373_D_KO7,21.htm?experienceLevel=TEN_TO_FOURTEEN",Data Scientist Salaries,10-14 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Embibe-Data-Scientist-Salaries-E887373_D_KO7,21.htm?experienceLevel=ABOVE_FIFTEEN",Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Google-Data-Scientist-Salaries-E9079_D_KO7,21.htm?experienceLevel=LESS_THAN_ONE",Google Data Scientist Salaries,0-1 Years,8 Salaries,8,"₹ 12,00,000",NA,"₹272K ₹7,400K",₹671K 25%,"₹5,083K 75%"
"https://www.glassdoor.co.in/Salary/Google-Data-Scientist-Salaries-E9079_D_KO7,21.htm?experienceLevel=ONE_TO_THREE",Google Data Scientist Salaries,1-3 Years,16 Salaries,16,"₹ 13,18,926",NA,"₹272K ₹7,400K",₹570K 25%,"₹2,921K 75%"
"https://www.glassdoor.co.in/Salary/Google-Data-Scientist-Salaries-E9079_D_KO7,21.htm?experienceLevel=FOUR_TO_SIX",Google Data Scientist Salaries,4-6 Years,2 Salaries,2,"₹ 6,66,666 - ₹ 13,55,146",NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Google-Data-Scientist-Salaries-E9079_D_KO7,21.htm?experienceLevel=SEVEN_TO_NINE",Google Data Scientist Salaries,7-9 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Google-Data-Scientist-Salaries-E9079_D_KO7,21.htm?experienceLevel=TEN_TO_FOURTEEN",Google Data Science Salaries,10-14 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Google-Data-Scientist-Salaries-E9079_D_KO7,21.htm?experienceLevel=ABOVE_FIFTEEN",Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/dunnhumby-Applied-Data-Scientist-Salaries-E195922_D_KO10,32.htm?experienceLevel=LESS_THAN_ONE",dunnhumby Associate Applied Data Scientist Salaries,0-1 Years,10 Salaries,10,"₹ 8,89,293","Additional Pay Average: ₹ 85,794","₹842K ₹1,046K",₹848K 25%,₹994K 75%
"https://www.glassdoor.co.in/Salary/dunnhumby-Applied-Data-Scientist-Salaries-E195922_D_KO10,32.htm?experienceLevel=ONE_TO_THREE",dunnhumby Applied Data Scientist Salaries,1-3 Years,10 Salaries,10,"₹ 9,33,688","Additional Pay Average: ₹ 79,962","₹181K ₹1,158K",₹683K 25%,"₹1,074K 75%"
"https://www.glassdoor.co.in/Salary/dunnhumby-Applied-Data-Scientist-Salaries-E195922_D_KO10,32.htm?experienceLevel=FOUR_TO_SIX",dunnhumby Applied Data Scientist Salaries,4-6 Years,7 Salaries,7,"₹ 14,15,725",Additional Pay Average: ₹ 6,"₹1,015K ₹1,766K","₹1,126K 25%","₹1,600K 75%"
"https://www.glassdoor.co.in/Salary/dunnhumby-Applied-Data-Scientist-Salaries-E195922_D_KO10,32.htm?experienceLevel=SEVEN_TO_NINE",dunnhumby Lead Applied Data Scientist Salaries,7-9 Years,5 Salaries,5,"₹ 20,49,858","Additional Pay Average: ₹ 2,13,783","₹1,439K ₹2,352K","₹1,569K 25%","₹2,275K 75%"
"https://www.glassdoor.co.in/Salary/dunnhumby-Applied-Data-Scientist-Salaries-E195922_D_KO10,32.htm?experienceLevel=TEN_TO_FOURTEEN",dunnhumby Senior Applied Data Scientist Salaries,10-14 Years,3 Salaries,3,"₹ 17,47,263 - ₹ 26,72,285","Additional Pay Average: ₹ 2,05,560",NA,NA,NA
"https://www.glassdoor.co.in/Salary/dunnhumby-Applied-Data-Scientist-Salaries-E195922_D_KO10,32.htm?experienceLevel=ABOVE_FIFTEEN",Applied Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Deloitte-Data-Scientist-Salaries-E2763_D_KO9,23.htm?experienceLevel=LESS_THAN_ONE",Deloitte Data Scientist Salaries,0-1 Years,4 Salaries,4,"₹ 11,81,099","Additional Pay Average: ₹ 1,70,326","₹537K ₹1,463K",₹633K 25%,"₹1,458K 75%"
"https://www.glassdoor.co.in/Salary/Deloitte-Data-Scientist-Salaries-E2763_D_KO9,23.htm?experienceLevel=ONE_TO_THREE",Deloitte Data Scientist Salaries,1-3 Years,14 Salaries,14,"₹ 9,69,420","Additional Pay Average: ₹ 1,19,380","₹537K ₹1,630K",₹673K 25%,"₹1,300K 75%"
"https://www.glassdoor.co.in/Salary/Deloitte-Data-Scientist-Salaries-E2763_D_KO9,23.htm?experienceLevel=FOUR_TO_SIX",Deloitte Data Scientist Salaries,4-6 Years,3 Salaries,3,"₹ 1,83,680 - ₹ 12,24,531","Additional Pay Average: ₹ 80,747",NA,NA,NA
"https://www.glassdoor.co.in/Salary/Deloitte-Data-Scientist-Salaries-E2763_D_KO9,23.htm?experienceLevel=SEVEN_TO_NINE",Deloitte Data Scientist Salaries,7-9 Years,3 Salaries,3,"₹ 12,00,000 - ₹ 21,00,000",NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Deloitte-Data-Scientist-Salaries-E2763_D_KO9,23.htm?experienceLevel=TEN_TO_FOURTEEN",Data Scientist Salaries,10-14 Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Deloitte-Data-Scientist-Salaries-E2763_D_KO9,23.htm?experienceLevel=ABOVE_FIFTEEN",Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Tech-Mahindra-Data-Scientist-Salaries-E135932_D_KO14,28.htm?experienceLevel=LESS_THAN_ONE",Tech Mahindra Data Scientist Salaries,0-1 Years,3 Salaries,3,"₹ 4,05,433 - ₹ 10,15,288","Additional Pay Average: ₹ 30,407",NA,NA,NA
"https://www.glassdoor.co.in/Salary/Tech-Mahindra-Data-Scientist-Salaries-E135932_D_KO14,28.htm?experienceLevel=ONE_TO_THREE",Tech Mahindra Data Scientist Salaries,1-3 Years,5 Salaries,5,"₹ 6,31,631","Additional Pay Average: ₹ 1,05,272","₹394K ₹1,053K",₹432K 25%,₹881K 75%
"https://www.glassdoor.co.in/Salary/Tech-Mahindra-Data-Scientist-Salaries-E135932_D_KO14,28.htm?experienceLevel=FOUR_TO_SIX",Tech Mahindra Data Scientist Salaries,4-6 Years,6 Salaries,6,"₹ 7,12,461",NA,"₹441K ₹1,703K",₹477K 25%,"₹1,242K 75%"
"https://www.glassdoor.co.in/Salary/Tech-Mahindra-Data-Scientist-Salaries-E135932_D_KO14,28.htm?experienceLevel=SEVEN_TO_NINE",Tech Mahindra Data Scientist Salaries,7-9 Years,2 Salaries,2,"₹ 6,82,368 - ₹ 17,14,138",NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Tech-Mahindra-Data-Scientist-Salaries-E135932_D_KO14,28.htm?experienceLevel=TEN_TO_FOURTEEN",Tech Mahindra Data Scientist Salaries,10-14 Years,5 Salaries,5,"₹ 16,56,817",NA,"₹1,131K ₹2,309K","₹1,321K 25%","₹2,254K 75%"
"https://www.glassdoor.co.in/Salary/Tech-Mahindra-Data-Scientist-Salaries-E135932_D_KO14,28.htm?experienceLevel=ABOVE_FIFTEEN",Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
"https://www.glassdoor.co.in/Salary/Accenture-Data-Science-Analyst-Salaries-E4138_D_KO10,30.htm?experienceLevel=LESS_THAN_ONE",Accenture Data Science Analyst Salaries,0-1 Years,3 Salaries,3,"₹ 1,26,698 - ₹ 12,00,000","Additional Pay Average: ₹ 1,00,000",NA,NA,NA
"https://www.glassdoor.co.in/Salary/Accenture-Data-Science-Analyst-Salaries-E4138_D_KO10,30.htm?experienceLevel=ONE_TO_THREE",Accenture Data Science Analyst Salaries,1-3 Years,17 Salaries,17,"₹ 12,00,000","Additional Pay Average: ₹ 1,33,914","₹461K ₹1,556K","₹1,080K 25%","₹1,314K 75%"
"https://www.glassdoor.co.in/Salary/Accenture-Data-Science-Analyst-Salaries-E4138_D_KO10,30.htm?experienceLevel=FOUR_TO_SIX",Accenture Data Science Analyst Salaries,4-6 Years,2 Salaries,2,"₹ 14,97,991 - ₹ 18,79,134","Additional Pay Average: ₹ 88,509",NA,NA,NA
"https://www.glassdoor.co.in/Salary/Accenture-Data-Science-Analyst-Salaries-E4138_D_KO10,30.htm?experienceLevel=SEVEN_TO_NINE",Accenture Data Scientist Salaries,7-9 Years,6 Salaries,6,"₹ 10,37,026","Additional Pay Average: ₹ 1,39,292","₹180K ₹2,249K",₹705K 25%,"₹1,679K 75%"
"https://www.glassdoor.co.in/Salary/Accenture-Data-Science-Analyst-Salaries-E4138_D_KO10,30.htm?experienceLevel=TEN_TO_FOURTEEN",Accenture Data Scientist Salaries,10-14 Years,4 Salaries,4,"₹ 27,54,746","Additional Pay Average: ₹ 5,07,644","₹2,213K ₹3,554K","₹2,271K 25%","₹3,431K 75%"
"https://www.glassdoor.co.in/Salary/Accenture-Data-Science-Analyst-Salaries-E4138_D_KO10,30.htm?experienceLevel=ABOVE_FIFTEEN",Accenture Data Scientist Salaries,15+ Years,NA,0,NA,NA,NA,NA,NA
